,geonameid,name,population,latitude,longitude,feature_code,modification_date,admin1_code,admin2_code,admin3_code,admin4_code,belongs_to_metrocity,belongs_to_metrocity_id,metrocity_impact,metrocity_population,is_metrocity,metrocity_radius
46933,3103150,Bobrowniki,220,51.52728,18.8413,PPL,2010-09-21,74,1014,101408,,Łódź,3093133,0.40236916088237656,220,0,
46934,3103151,Bobrowniki,470,51.45128,18.161,PPL,2010-09-21,86,3018,301803,,Wrocław,3081368,0.25416309864480985,470,0,
46935,3103152,Bobrowniki,215,51.10325,18.77907,PPL,2010-09-21,74,1009,100901,,Łódź,3093133,0.25763354553566403,215,0,
46936,3103153,Bobrowniki,180,50.97167,19.84088,PPL,2010-09-21,84,2613,261301,,Łódź,3093133,0.2500661192349172,180,0,
52926,7576443,Bobrowniki,860,54.52626,17.33608,PPL,2010-10-21,82,2212,221202,,,,0.0,860,0,
46931,3103148,Bobrowniki,980,52.78086,18.96026,PPLA3,2010-09-15,73,0408,040802,,,,0.0,980,0,
46937,3103154,Bobrowniki,2926,50.37985,18.98661,PPLA3,2010-09-21,83,2401,240104,,Kraków,3094802,0.291939447842284,2926,0,
46925,3103142,Bobrowo,441,53.28549,19.27053,PPLA3,2010-09-14,73,0402,040202,,,,0.0,441,0,
22697,775758,Bochnia,29184,49.96905,20.43028,PPLA2,2010-10-17,77,1201,120101,,Kraków,3094802,0.33213063072492666,29184,0,
22684,775745,Boczów,236,49.85138,20.28368,PPL,2010-10-30,77,1201,120105,,Kraków,3094802,0.3596251349550792,236,0,
46902,3103119,Boczów,675,52.32249,14.94681,PPL,2010-10-30,76,0807,080705,,,,0.0,675,0,
22677,775738,Bodzanów,1300,52.49992,20.02945,PPLA3,2010-09-18,78,1419,141902,,Warszawa,6695624,0.34815640897585526,1300,0,
22675,775736,Bodzentyn,2228,50.94115,20.95719,PPLA3,2010-09-21,84,2604,260402,,,,0.0,2228,0,
46879,3103096,Bogatynia,17436,50.90747,14.95634,PPL,2021-11-19,72,0225,022503,,,,0.0,17436,0,
46874,3103091,Bogdaniec,1100,52.68897,15.07127,PPLA3,2015-09-04,76,0801,080102,,,,0.0,1100,0,
46863,3103080,Bogdaszowice,367,51.08643,16.78325,PPL,2010-10-19,72,0223,022304,,Wrocław,3081368,0.5577577339442862,367,0,
22659,775720,Bogoria,930,50.65175,21.26,PPLA3,2010-09-29,84,2612,261201,,,,0.0,930,0,
46854,3103071,Boguchwała,194,52.83337,19.41284,PPL,2010-10-13,73,0408,040807,,,,0.0,194,0,
22656,775717,Boguchwała,5823,49.98473,21.94528,PPLA3,2010-10-13,80,1816,181603,,,,0.0,5823,0,
46844,3103061,Bogucin Duży,306,50.32092,19.57489,PPL,2010-10-17,77,1212,121204,,Kraków,3094802,0.31343457212516534,306,0,
22648,775708,Bogumiłowice,916,50.00724,20.8669,PPL,2010-10-20,77,1216,121611,,Kraków,3094802,0.3407429318739124,916,0,
46837,3103054,Bogunice,773,50.1383,18.36863,PPL,2010-10-22,83,2412,241204,,,,0.0,773,0,
46817,3103034,Boguszów-Gorce,16726,50.75514,16.20494,PPLA3,2015-09-04,72,0221,022101,,Wrocław,3081368,0.3370090128266675,16726,0,
46831,3103048,Bogusławice,522,50.95605,19.2592,PPL,2010-10-21,83,2404,240408,,Łódź,3093133,0.2524149146881218,522,0,
22624,775684,Boguty-Pianki,1690,52.7168,22.41546,PPL,2010-09-11,78,1416,141603,,,,0.0,1690,0,
46799,3103016,Bojadła,1200,51.95321,15.81036,PPLA3,2010-10-16,76,0809,080902,,Poznań,3088171,0.2557543025369782,1200,0,
46798,3103015,Bojano,2100,54.47123,18.38408,PPL,2010-10-21,82,2215,221509,,,,0.0,2100,0,
22609,775669,Bojanowo,96,52.92101,20.07099,PPL,2010-10-16,78,1413,141304,,,,0.0,96,0,
46792,3103009,Bojanowo,2960,51.70749,16.74827,PPLA3,2010-10-16,86,3022,302201,,Wrocław,3081368,0.3327921665443087,2960,0,
46791,3103008,Bojanowo Stare,1692,51.99302,16.58369,PPL,2017-09-12,86,3011,301105,,Poznań,3088171,0.3347676509151037,1692,0,
46793,3103010,Bojanów,128,51.15114,18.38802,PPL,2010-10-13,74,1017,101708,,Wrocław,3081368,0.2542992230800852,128,0,
46794,3103011,Bojanów,832,50.02886,18.16546,PPL,2010-10-13,83,2411,241103,,,,0.0,832,0,
22612,775672,Bojanów,1200,50.42531,21.95111,PPLA3,2012-10-01,80,1818,181802,,,,0.0,1200,0,
46787,3103004,Bojszowy,3219,50.0578,19.10145,PPLA3,2010-09-20,83,2414,241404,,Kraków,3094802,0.3821149158516577,3219,0,
46784,3103001,Bojszowy Nowe,1192,50.05284,19.05012,PPL,2010-10-23,83,2414,241404,,Kraków,3094802,0.3601232808811629,1192,0,
46782,3102999,Bolechowice,1515,50.14831,19.79273,PPL,2010-10-17,77,1206,120616,,Kraków,3094802,0.6552407351967459,1515,0,
46758,3102975,Boleszkowice,1316,52.72493,14.56901,PPLA3,2010-09-22,87,3210,321002,,,,0.0,1316,0,
22583,775643,Bolesław,539,50.27321,20.9008,PPL,2010-09-10,77,1204,120401,,Kraków,3094802,0.3098850109631921,539,0,
46776,3102993,Bolesław,497,50.00653,18.20203,PPL,2010-09-10,83,2411,241104,,,,0.0,497,0,
46775,3102992,Bolesław,2500,50.29729,19.48073,PPLA3,2010-10-20,77,1212,121203,,Kraków,3094802,0.2859539728291915,2500,0,
46771,3102988,Bolesławiec,1500,51.19866,18.19147,PPL,2010-09-09,74,1018,101801,,Wrocław,3081368,0.2796113686960247,1500,0,
52304,7534530,Bolesławiec,77,52.21278,16.77556,PPL,2010-09-09,86,3021,302110,,Poznań,3088171,0.42602982405226925,77,0,
46770,3102987,Bolesławiec,40682,51.26418,15.5697,PPLA3,2011-07-31,72,0201,020102,,,,0.0,40682,0,
22574,775634,Bolimów,930,52.07671,20.16352,PPLA3,2010-10-16,74,1015,101501,,Warszawa,6695624,0.3069209958295585,930,0,
46751,3102968,Bolków,178,51.31865,18.62801,PPL,2010-09-09,74,1017,101706,,Łódź,3093133,0.25482904166326453,178,0,
46752,3102969,Bolków,5304,50.92203,16.10111,PPLA3,2021-07-27,72,0205,020502,,Wrocław,3081368,0.3445971421494665,5304,0,
46744,3102961,Bolszewo,7064,54.61801,18.17585,PPL,2010-10-21,82,2215,221510,,,,0.0,7064,0,
46780,3102997,Bolęcin,1819,50.1175,19.48116,PPL,2010-10-21,77,1203,120305,,Kraków,3094802,0.3706519135314255,1819,0,
46739,3102956,Boniewo,700,52.46532,18.89116,PPLA3,2010-09-16,73,0418,041803,,Łódź,3093133,0.2639018284837073,700,0,
22534,775594,Borek,1200,50.01778,20.53087,PPL,2010-10-29,77,1201,120107,,Kraków,3094802,0.27760839698962475,1200,0,
46693,3102910,Borek Szlachecki,990,49.96469,19.77556,PPL,2010-10-23,77,1206,120611,,Kraków,3094802,0.6234233017399928,990,0,
46692,3102909,Borek Wielkopolski,2527,51.91674,17.24133,PPLA3,2020-05-10,86,3004,300401,,Poznań,3088171,0.29004305361685007,2527,0,
46690,3102907,Borgowo,110,52.05502,17.05061,PPL,2010-10-19,86,3026,302604,,Poznań,3088171,0.4291342807356929,110,0,
22501,775561,Borki,732,51.72161,22.52129,PPLA3,2011-07-31,75,0615,061502,,,,0.0,732,0,
46668,3102885,Borkowice,188,52.20845,16.78591,PPL,2010-09-19,86,3021,302110,,Poznań,3088171,0.4239103070647989,188,0,
46669,3102886,Borkowice,588,50.74107,17.7158,PPL,2010-09-19,79,1601,160104,,Wrocław,3081368,0.2734844435287006,588,0,
52582,7535609,Borkowice,943,50.94104,18.15787,PPL,2010-09-19,79,1604,160402,,Wrocław,3081368,0.2835946995917289,943,0,
22473,775533,Borkowice,658,51.32025,20.68339,PPLA3,2010-09-19,78,1423,142301,,,,0.0,658,0,
46662,3102879,Borkowo Łostowickie,507,54.2991,18.59539,PPL,2010-10-21,82,2204,220404,,,,0.0,507,0,
28114,3084213,Borne Sulinowo,4349,53.57661,16.53395,PPLA3,2010-10-28,87,3215,321504,,,,0.0,4349,0,
46653,3102869,Boronów,2793,50.6746,18.90678,PPL,2010-09-06,83,2407,240702,,Kraków,3094802,0.2467123831512507,2793,0,
22453,775513,Borowa,1451,50.38548,21.3515,PPL,2010-09-12,80,1811,181102,,,,0.0,1451,0,
46629,3102845,Borowe,471,51.48384,15.12663,PPL,2022-03-24,76,0810,081004,,,,0.0,471,0,
22433,775493,Borowie,400,51.94908,21.7658,PPLA3,2010-09-17,78,1403,140303,,Warszawa,6695624,0.32884603950464125,400,0,
46603,3102819,Borowno,1364,50.93247,19.2738,PPL,2010-10-21,83,2404,240411,,,,0.0,1364,0,
46575,3102791,Borucin,1247,50.00763,18.15748,PPL,2010-09-06,83,2411,241103,,,,0.0,1247,0,
46557,3102773,Borysławice,517,51.65275,18.4269,PPL,2010-10-15,74,1014,101402,,Łódź,3093133,0.27258272291847924,517,0,
22365,775424,Borzechów,390,51.09258,22.28414,PPLA3,2010-10-11,75,0609,060902,,,,0.0,390,0,
46514,3102730,Borzyszkowy,243,54.03318,17.3735,PPL,2010-10-30,82,2201,220105,,,,0.0,243,0,
46512,3102728,Borzytuchom,902,54.20021,17.36801,PPLA3,2010-09-24,82,2201,220101,,,,0.0,902,0,
22364,775423,Borzęcin,3865,50.0654,20.71103,PPLA3,2010-09-16,77,1202,120201,,Kraków,3094802,0.40980611746569245,3865,0,
46531,3102747,Borzęta,1269,49.86228,19.97924,PPL,2010-10-17,77,1209,120903,,Kraków,3094802,0.511396327914543,1269,0,
46650,3102866,Borów,900,50.88341,16.99134,PPL,2010-09-12,72,0217,021701,,Wrocław,3081368,0.4457221212966379,900,0,
46511,3102727,Boszkowo,200,51.97561,16.32962,PPL,2018-07-30,86,3013,301307,,Poznań,3088171,0.2634444578835618,200,0,
46488,3102704,Bozkow,1600,50.51315,16.57528,PPL,2018-11-15,72,0208,020811,,Wrocław,3081368,0.3206572928882714,1600,0,
22693,775754,Boćki,1500,52.65155,23.04485,PPL,2010-09-05,81,2003,200304,,,,0.0,1500,0,
53045,7602730,Boża Wola,700,52.1864,20.52444,PPL,2010-11-27,78,1405,140503,,Warszawa,6695624,0.5093638511949321,700,0,
22328,775386,Boże,220,51.69624,21.13409,PPL,2010-09-12,78,1401,140105,,Warszawa,6695624,0.319822967912054,220,0,
52574,7535577,Bralin,198,53.26901,16.01326,PPL,2010-10-16,87,3203,320303,,,,0.0,198,0,
46470,3102686,Bralin,2500,51.28581,17.90325,PPLA3,2010-10-16,86,3008,300802,,Wrocław,3081368,0.26373796010892836,2500,0,
46463,3102679,Branice,2300,50.05108,17.79399,PPLA3,2010-09-25,79,1602,160202,,,,0.0,2300,0,
46461,3102677,Braniewo,18356,54.37971,19.81959,PPLA2,2020-09-19,85,2802,280201,,,,0.0,18356,0,
22301,775359,Brańsk,3822,52.7444,22.83774,PPLA3,2011-07-31,81,2003,200305,,,,0.0,3822,0,
22300,775358,Brańszczyk,1109,52.62931,21.58745,PPL,2010-09-12,78,1435,143501,,Warszawa,6695624,0.33829989652786235,1109,0,
46442,3102658,Brdów,1050,52.3539,18.7298,PPL,2010-10-15,86,3009,300902,,Łódź,3093133,0.2825999240651006,1050,0,
46436,3102652,Brenna,5859,49.72576,18.90249,PPLA3,2010-10-17,83,2403,240304,,Kraków,3094802,0.2622449371142787,5859,0,
46434,3102650,Brenno,1200,51.92257,16.21488,PPL,2010-10-16,86,3013,301306,,Poznań,3088171,0.3108336258777763,1200,0,
22277,775334,Brochów,400,52.3195,20.26257,PPLA3,2011-07-31,78,1428,142802,,Warszawa,6695624,0.361329620321894,400,0,
46411,3102627,Brodnica,27341,53.25967,19.39653,PPL,2010-09-14,73,0402,040201,,,,0.0,27341,0,
46412,3102628,Brodnica,722,52.14123,16.89096,PPLA3,2010-10-16,86,3026,302601,,Poznań,3088171,0.34839915512377395,722,0,
22257,775314,Brody,81,53.35783,23.13266,PPL,2010-10-06,81,2011,201103,,,,0.0,81,0,
22258,775315,Brody,205,52.60448,20.38041,PPL,2010-10-06,78,1420,142009,,Warszawa,6695624,0.31679701621708267,205,0,
22259,775316,Brody,147,51.56336,21.25468,PPL,2010-10-06,78,1425,142504,,Warszawa,6695624,0.3414301309830611,147,0,
22260,775317,Brody,489,51.16734,20.35346,PPL,2010-10-06,84,2605,260503,,Łódź,3093133,0.24929082522075569,489,0,
22262,775319,Brody,180,50.68493,20.69721,PPL,2010-10-06,84,2604,260415,,Kraków,3094802,0.2915985043122538,180,0,
46393,3102609,Brody,307,53.86053,18.76061,PPL,2010-10-06,82,2214,221402,,,,0.0,307,0,
46396,3102612,Brody,724,52.43867,16.29498,PPL,2010-10-06,86,3015,301502,,Poznań,3088171,0.40089649775299063,724,0,
46397,3102613,Brody,750,52.06115,15.43433,PPL,2010-10-06,76,0809,080906,,,,0.0,750,0,
46398,3102614,Brody,60,51.965,18.32108,PPL,2010-10-06,86,3027,302705,,Łódź,3093133,0.28423785648257033,60,0,
46400,3102616,Brody,2577,49.86742,19.69746,PPL,2010-10-06,77,1218,121803,,Kraków,3094802,0.437835771658042,2577,0,
22261,775318,Brody,1737,51.02466,21.22147,PPLA3,2010-10-06,84,2611,261102,,,,0.0,1737,0,
46399,3102615,Brody,1070,51.79046,14.77335,PPLA3,2010-10-16,76,0811,081103,,,,0.0,1070,0,
49445,7522516,Brody-Parcele,1600,52.47797,20.74974,PPL,2010-09-28,78,1414,141405,,Warszawa,6695624,0.5309935281686256,1600,0,
46418,3102634,Brodła,1005,50.04331,19.58879,PPL,2010-10-21,77,1203,120301,,Kraków,3094802,0.4736062261269107,1005,0,
46381,3102597,Brojce,1248,53.95705,15.35975,PPLA3,2010-09-22,87,3205,320501,,,,0.0,1248,0,
22247,775304,Brok,1896,52.69948,21.85704,PPL,2019-09-05,78,1416,141604,,Warszawa,6695624,0.34421940486326924,1896,0,
52613,7535721,Broniszewice,1102,51.96696,17.81648,PPL,2010-09-23,86,3020,302002,,Poznań,3088171,0.28636588975100463,1102,0,
46338,3102554,Bronów,100,50.92776,16.219,PPL,2010-09-09,72,0219,021903,,Wrocław,3081368,0.2863005234157081,100,0,
46339,3102555,Bronów,1012,49.87782,18.92103,PPL,2010-09-09,83,2402,240204,,Kraków,3094802,0.29598252171921174,1012,0,
46296,3102511,Brudzew,470,51.92971,17.98737,PPL,2010-10-15,86,3007,300701,,Poznań,3088171,0.26335002552723646,470,0,
46295,3102510,Brudzew,1620,52.09949,18.60432,PPLA3,2010-10-15,86,3027,302702,,Łódź,3093133,0.2893982555806375,1620,0,
46298,3102513,Brudzeń Duży,939,52.66884,19.50399,PPLA3,2010-09-18,78,1419,141903,,,,0.0,939,0,
46273,3102488,Brusy,4728,53.88446,17.71786,PPL,2010-09-12,82,2202,220202,,,,0.0,4728,0,
22168,775224,Brwinów,12315,52.14269,20.71697,PPLA3,2010-09-28,78,1421,142103,,Warszawa,6695624,0.6300065625383863,12315,0,
46244,3102459,Brzeg,38259,50.86079,17.4674,PPLA2,2019-09-05,79,1601,160101,,Wrocław,3081368,0.2605366716084154,38259,0,
46241,3102456,Brzeg Dolny,12511,51.27299,16.70815,PPL,2021-11-19,72,0222,022201,,Wrocław,3081368,0.37156474377398957,12511,0,
22127,775183,Brzesko,16866,49.96911,20.60606,PPLA2,2017-10-30,77,1202,120202,,Kraków,3094802,0.4540797075409045,16866,0,
46229,3102444,Brzeszcze,11787,49.98203,19.15157,PPL,2019-09-05,77,1213,121302,,Kraków,3094802,0.40006162878529883,11787,0,
46219,3102434,Brzezie,820,50.12278,19.82311,PPL,2010-10-17,77,1206,120616,,Kraków,3094802,0.7279114395456635,820,0,
46200,3102415,Brzezina,450,51.2022,16.83329,PPL,2010-10-21,72,0218,021803,,Wrocław,3081368,0.549183262805685,450,0,
46196,3102411,Brzezinka,727,49.83798,19.30624,PPL,2010-10-17,77,1218,121801,,Kraków,3094802,0.43565514808887473,727,0,
46193,3102408,Brzezinka,605,50.13637,19.73917,PPL,2010-10-21,77,1206,120616,,Kraków,3094802,0.6121054976473596,605,0,
46194,3102409,Brzezinka,2100,50.04237,19.1902,PPL,2010-10-23,77,1213,121306,,Kraków,3094802,0.42290955491653526,2100,0,
22088,775144,Brzeziny,294,53.23897,22.53716,PPL,2010-09-09,81,2008,200807,,,,0.0,294,0,
22099,775155,Brzeziny,2015,50.77273,20.57319,PPL,2010-09-09,84,2604,260412,,Kraków,3094802,0.2787682153435117,2015,0,
46176,3102391,Brzeziny,860,51.59595,18.25541,PPL,2010-09-09,86,3007,300702,,Łódź,3093133,0.2666456113101415,860,0,
46175,3102390,Brzeziny,12289,51.80023,19.75144,PPLA2,2010-10-15,74,1021,102101,,Łódź,3093133,0.5627662296756978,12289,0,
22062,775118,Brzezowa,750,49.85697,20.05623,PPL,2010-10-17,77,1209,120901,,Kraków,3094802,0.4824974165031691,750,0,
22056,775112,Brzezówka,357,50.21876,21.73714,PPL,2020-04-06,80,1806,180602,,,,0.0,357,0,
46232,3102447,Brześć Kujawski,4522,52.60532,18.90173,PPLA3,2017-12-10,73,0418,041804,,,,0.0,4522,0,
22077,775133,Brzeźnica,195,52.72096,22.82075,PPL,2010-09-09,81,2003,200305,,,,0.0,195,0,
22078,775134,Brzeźnica,397,51.55466,21.63551,PPL,2010-09-09,78,1407,140705,,Warszawa,6695624,0.2972599859495208,397,0,
22079,775135,Brzeźnica,121,51.26959,20.48169,PPL,2010-09-09,84,2605,260502,,Łódź,3093133,0.2545695290117194,121,0,
22080,775136,Brzeźnica,2800,50.10065,21.48025,PPL,2010-09-09,80,1803,180304,,,,0.0,2800,0,
22081,775137,Brzeźnica,124,50.08066,20.81411,PPL,2010-09-09,77,1216,121605,,Kraków,3094802,0.36378176436035103,124,0,
22082,775138,Brzeźnica,1171,49.95763,20.49139,PPL,2010-09-09,77,1201,120102,,Kraków,3094802,0.2897370892002161,1171,0,
46152,3102366,Brzeźnica,286,53.89382,16.88513,PPL,2010-09-09,87,3215,321503,,,,0.0,286,0,
46153,3102367,Brzeźnica,205,53.43408,16.69647,PPL,2010-09-09,86,3031,303102,,,,0.0,205,0,
46154,3102368,Brzeźnica,874,51.71437,15.39348,PPL,2010-09-09,76,0810,081003,,,,0.0,874,0,
46155,3102369,Brzeźnica,145,51.42442,18.70199,PPL,2010-09-09,74,1014,101405,,Łódź,3093133,0.3116639964832619,145,0,
46156,3102371,Brzeźnica,649,50.53989,16.73218,PPL,2010-09-09,72,0224,022401,,Wrocław,3081368,0.2544051085781544,649,0,
46157,3102372,Brzeźnica,281,50.44739,17.69468,PPL,2010-09-09,79,1610,161001,,Wrocław,3081368,0.25994354315078066,281,0,
46158,3102373,Brzeźnica,597,50.14792,18.22134,PPL,2010-09-09,83,2411,241108,,,,0.0,597,0,
46159,3102374,Brzeźnica,1281,49.96497,19.61952,PPL,2010-09-09,77,1218,121802,,Kraków,3094802,0.4714295099711443,1281,0,
22075,775131,Brzeźnica Bychawska,541,51.52776,22.75123,PPL,2010-09-09,75,0608,060809,,,,0.0,541,0,
22073,775129,Brzeźnica Leśna,323,51.56304,22.68617,PPL,2010-09-09,75,0608,060809,,,,0.0,323,0,
46148,3102362,Brzeźnio,1150,51.494,18.62234,PPLA3,2010-10-15,74,1014,101404,,Łódź,3093133,0.3085046710646878,1150,0,
46136,3102350,Brzeżno,970,53.69925,15.79199,PPL,2018-08-26,87,3216,321602,,,,0.0,970,0,
46121,3102335,Brzoskwinia,900,50.09438,19.71256,PPL,2010-10-21,77,1206,120616,,Kraków,3094802,0.6113976168943658,900,0,
46119,3102333,Brzostek,70,52.17356,17.2227,PPL,2010-09-27,86,3025,302505,,Poznań,3088171,0.3126462391474672,70,0,
46120,3102334,Brzostek,129,50.7119,19.77736,PPL,2010-09-27,83,2416,241608,,Kraków,3094802,0.3068855137226038,129,0,
22054,775110,Brzostek,2599,49.87954,21.41102,PPLA3,2012-10-01,80,1803,180302,,,,0.0,2599,0,
46102,3102316,Brzozie,1578,53.32554,19.60485,PPL,2010-09-14,73,0402,040204,,,,0.0,1578,0,
46100,3102314,Brzozie Lubawskie,555,53.34317,19.56459,PPL,2010-10-20,85,2812,281204,,,,0.0,555,0,
22021,775077,Brzozowa Gać,589,51.39771,22.17942,PPL,2010-09-27,75,0614,061406,,,,0.0,589,0,
22016,775072,Brzozowiec,44,49.42753,22.20019,PPL,2015-09-05,80,1817,181707,,,,0.0,44,0,
22030,775086,Brzozów,7836,49.69501,22.01926,PPLA2,2012-10-01,80,1802,180201,,,,0.0,7836,0,
46082,3102296,Brzozówka,380,50.17371,19.89641,PPL,2010-10-21,77,1206,120617,,Kraków,3094802,0.6809425484289757,380,0,
46069,3102283,Brzuze,449,53.05458,19.26195,PPLA3,2010-09-16,73,0412,041202,,,,0.0,449,0,
21954,775010,Brzyska,1900,49.82226,21.39004,PPLA3,2010-09-24,80,1805,180502,,,,0.0,1900,0,
52948,7576751,Brzyskorzystewko,790,52.89228,17.69194,PPL,2019-04-06,73,0419,041906,,Poznań,3088171,0.30159868267701134,790,0,
22051,775107,Brzóstowa,720,50.89058,21.48273,PPL,2010-10-16,84,2607,260704,,,,0.0,720,0,
22042,775098,Brzóza Królewska,3400,50.23908,22.32559,PPL,2010-10-17,80,1808,180804,,,,0.0,3400,0,
22041,775097,Brzóza Stadnicka,1200,50.19965,22.28233,PPL,2010-10-17,80,1810,181007,,,,0.0,1200,0,
22154,775210,Brzączowice,1230,49.87478,20.03709,PPL,2010-10-17,77,1209,120901,,Kraków,3094802,0.5174069694242376,1230,0,
46382,3102598,Brójce,1050,52.31745,15.67414,PPL,2010-10-15,76,0803,080306,,Poznań,3088171,0.2514137580131607,1050,0,
46383,3102599,Brójce,385,51.66436,19.64802,PPLA3,2010-10-15,74,1006,100603,,Łódź,3093133,0.6068042284479376,385,0,
46457,3102673,Brąszewice,1100,51.49902,18.44982,PPLA3,2010-10-15,74,1014,101403,,Łódź,3093133,0.2560004728274467,1100,0,
21937,774993,Buczek,402,51.46042,20.29939,PPL,2010-10-16,74,1007,100706,,Łódź,3093133,0.3069887623363348,402,0,
46045,3102258,Buczek,303,54.03807,16.10561,PPL,2010-10-16,87,3201,320102,,,,0.0,303,0,
46048,3102261,Buczek,980,51.50228,19.16419,PPLA3,2010-10-16,74,1003,100301,,Łódź,3093133,0.33645556861523457,980,0,
46039,3102252,Buczkowice,4102,49.72858,19.06908,PPL,2010-09-06,83,2402,240203,,Kraków,3094802,0.31126648175440036,4102,0,
21900,774956,Budry,420,54.25299,21.88107,PPL,2010-09-09,85,2819,281901,,,,0.0,420,0,
52859,7576221,Budziechów,457,51.77246,14.99531,PPL,2010-10-16,76,0811,081104,,,,0.0,457,0,
45979,3102192,Budziska,846,50.20328,18.2785,PPL,2010-10-20,83,2411,241105,,,,0.0,846,0,
52867,7576233,Budzisko,34,54.2989,23.10421,PPL,2010-10-16,81,2012,201208,,,,0.0,34,0,
45967,3102180,Budziszewice,90,52.67102,17.06142,PPL,2010-10-15,86,3028,302805,,Poznań,3088171,0.33597659438860555,90,0,
45968,3102181,Budziszewice,880,51.66739,19.93581,PPLA3,2010-10-15,74,1016,101603,,Łódź,3093133,0.3664787440056434,880,0,
45953,3102166,Budzyń,300,50.05196,19.78303,PPL,2010-10-21,77,1206,120607,,Kraków,3094802,0.7186557230633903,300,0,
45949,3102162,Budzyń,4861,52.88954,16.98812,PPLA3,2011-07-31,86,3001,300102,,Poznań,3088171,0.32029902052731263,4861,0,
45956,3102169,Budzów,214,51.02504,18.35412,PPL,2010-09-23,79,1608,160802,,Wrocław,3081368,0.2618928253157859,214,0,
45957,3102170,Budzów,181,50.90417,19.74621,PPL,2010-09-23,74,1012,101214,,Kraków,3094802,0.26495783396394323,181,0,
45958,3102171,Budzów,1100,50.59337,16.71038,PPL,2010-09-23,72,0224,022404,,Wrocław,3081368,0.2825959360887959,1100,0,
45959,3102172,Budzów,2400,49.77622,19.67274,PPLA3,2010-09-23,77,1215,121503,,Kraków,3094802,0.330418505128457,2400,0,
45934,3102147,Bujaków,2176,49.85182,19.19432,PPL,2010-09-06,83,2402,240208,,Kraków,3094802,0.3922819179961756,2176,0,
45925,3102138,Buk,6102,52.35532,16.51958,PPLA3,2019-09-05,86,3021,302103,,Poznań,3088171,0.3639079115914394,6102,0,
45887,3102100,Bukowiec,1210,53.43383,18.24048,PPL,2010-09-13,73,0414,041401,,,,0.0,1210,0,
21743,774797,Bukowiec Opoczyński,669,51.41682,20.26583,PPL,2010-10-01,74,1007,100704,,Łódź,3093133,0.3028725910892099,669,0,
21736,774790,Bukowina Tatrzańska,2700,49.34302,20.10807,PPLA3,2010-09-17,77,1217,121703,,Kraków,3094802,0.27135447439693366,2700,0,
45864,3102076,Bukowno,10874,50.26474,19.45962,PPL,2010-09-22,77,1212,121201,,Kraków,3094802,0.29397513762864697,10874,0,
21722,774776,Bukowsko,1700,49.48039,22.06329,PPLA3,2010-09-25,80,1817,181703,,,,0.0,1700,0,
45919,3102132,Buków,621,49.94603,19.84612,PPL,2010-11-03,77,1206,120609,,Kraków,3094802,0.6498230155006915,621,0,
21728,774782,Bukówno,360,51.54537,20.85145,PPL,2010-09-07,78,1401,140103,,Warszawa,6695624,0.3333687473406832,360,0,
21716,774770,Bulkowo,266,52.54087,20.11889,PPLA3,2010-09-18,78,1419,141904,,Warszawa,6695624,0.2599616894947458,266,0,
52570,7535567,Bulkowo-Kolonia,380,52.53763,20.10412,PPL,2010-09-18,78,1419,141904,,Warszawa,6695624,0.2564664970379983,380,0,
45846,3102058,Bulowice,4700,49.8765,19.28873,PPL,2010-10-17,77,1213,121304,,Kraków,3094802,0.44130818629552904,4700,0,
45834,3102046,Burzenin,1100,51.46077,18.83233,PPLA3,2010-10-15,74,1014,101405,,Łódź,3093133,0.3697739453167485,1100,0,
45837,3102049,Burów,370,50.09471,19.77247,PPL,2010-11-03,77,1206,120616,,Kraków,3094802,0.6918112052830573,370,0,
