,geonameid,name,population,latitude,longitude,feature_code,modification_date,admin1_code,admin2_code,admin3_code,admin4_code,belongs_to_metrocity,belongs_to_metrocity_id,metrocity_impact,metrocity_population,is_metrocity,metrocity_radius
35810,3091953,Miękinia,2500,51.18844,16.73595,PPLA3,2010-10-21,72,0218,021803,,Wrocław,3081368,0.46551292520292453,2500,0,
11792,764791,Miętne,2000,51.92135,21.57457,PPL,2010-09-07,78,1403,140304,,Warszawa,6695624,0.38524537627782796,2000,0,
11754,764752,Miłakowo,2691,54.00923,20.07125,PPLA3,2011-07-31,85,2815,281506,,,,0.0,2691,0,
11721,764719,Miłki,580,53.943,21.88339,PPL,2010-09-09,85,2806,280606,,,,0.0,580,0,
35637,3091779,Miłkowice,200,51.83785,18.65925,PPL,2010-09-09,86,3027,302703,,Łódź,3093133,0.36719039406910875,200,0,
35638,3091780,Miłkowice,2000,51.25601,16.07231,PPL,2015-09-01,72,0209,020906,,Wrocław,3081368,0.33900912068487365,2000,0,
11709,764707,Miłocice,837,50.23321,20.04327,PPL,2010-10-19,77,1206,120612,,Kraków,3094802,0.5396965706522374,837,0,
35628,3091770,Miłocice,645,51.04582,17.48302,PPL,2010-10-19,72,0215,021503,,Wrocław,3081368,0.34456928479408916,645,0,
35621,3091763,Miłomłyn,2336,53.76449,19.838,PPLA3,2010-10-16,85,2815,281507,,,,0.0,2336,0,
35618,3091760,Miłoradz,1114,54.01392,18.91846,PPL,2010-09-05,82,2209,220906,,,,0.0,1114,0,
35606,3091748,Miłoszyce,850,51.04981,17.31291,PPL,2010-10-19,72,0215,021503,,Wrocław,3081368,0.5083586591118527,850,0,
35615,3091757,Miłosław,3560,52.20318,17.48955,PPLA3,2019-09-05,86,3030,303002,,Poznań,3088171,0.391819436574104,3560,0,
11681,764679,Mińsk Mazowiecki,37027,52.17935,21.57251,PPLA2,2019-09-05,78,1412,141201,,Warszawa,6695624,0.49970660491298996,37027,0,
35463,3091605,Mnich,3541,49.88944,18.80722,PPL,2010-09-06,83,2403,240305,,Kraków,3094802,0.2620399151119731,3541,0,
35456,3091598,Mników,1212,50.06044,19.72595,PPL,2010-11-03,77,1206,120607,,Kraków,3094802,0.6369399991048454,1212,0,
35447,3091589,Mniszków,89,50.86253,15.94494,PPL,2010-10-01,72,0206,020605,,Wrocław,3081368,0.2835055480615814,89,0,
11574,764572,Mniszków,525,51.37017,20.03915,PPLA3,2010-10-01,74,1007,100703,,Łódź,3093133,0.3499254250313117,525,0,
11580,764578,Mniów,1876,51.01224,20.48427,PPLA3,2010-10-13,84,2604,260411,,,,0.0,1876,0,
35443,3091585,Mochowo,310,52.7657,19.55592,PPLA3,2010-09-19,78,1427,142703,,,,0.0,310,0,
11532,764530,Modliborzyce,430,50.78038,21.30318,PPL,2010-10-14,84,2606,260601,,,,0.0,430,0,
35415,3091557,Modliborzyce,329,52.801,18.44004,PPL,2010-10-14,73,0407,040702,,,,0.0,329,0,
11533,764531,Modliborzyce,1904,50.75416,22.32945,PPLA3,2010-10-14,75,0605,060506,,,,0.0,1904,0,
35406,3091548,Modlnica,1265,50.12958,19.86461,PPL,2020-01-04,77,1206,120615,,Kraków,3094802,0.759879533031422,1265,0,
35405,3091547,Modlniczka,1149,50.11739,19.8553,PPL,2010-11-03,77,1206,120615,,Kraków,3094802,0.7747891709924067,1149,0,
11504,764502,Mogielnica,2453,51.69432,20.72227,PPLA3,2011-07-31,78,1406,140607,,Warszawa,6695624,0.29797200291210335,2453,0,
35386,3091528,Mogilany,2605,49.9389,19.88972,PPLA3,2010-11-03,77,1206,120609,,Kraków,3094802,0.6564495849305579,2605,0,
35381,3091523,Mogilno,12465,52.65806,17.95578,PPLA3,2010-09-15,73,0409,040903,,Poznań,3088171,0.30031851596287484,12465,0,
11488,764486,Mokobody,1600,52.26523,22.11182,PPLA3,2010-09-19,78,1426,142604,,Warszawa,6695624,0.25194261613207575,1600,0,
11486,764484,Mokotów,217683,52.1934,21.03487,PPL,2021-11-19,78,1465,146501,146505_8,Warszawa,6695624,0.9149235513995895,217683,0,
35351,3091493,Mokrsko,1500,51.17897,18.48879,PPL,2010-09-06,74,1017,101704,,,,0.0,1500,0,
35310,3091452,Morawica,990,50.07504,19.7529,PPL,2010-10-13,77,1206,120607,,Kraków,3094802,0.6730700871974882,990,0,
11417,764414,Morawica,1576,50.74678,20.61756,PPLA3,2010-10-13,84,2604,260412,,Kraków,3094802,0.2820973438644416,1576,0,
11410,764407,Mordy,1843,52.2116,22.51725,PPLA3,2014-06-26,78,1426,142605,,,,0.0,1843,0,
11400,764397,Morsko,282,50.14891,20.55096,PPL,2010-09-06,77,1214,121402,,Kraków,3094802,0.2601516854766901,282,0,
35296,3091438,Morsko,298,50.54131,19.5003,PPL,2010-09-06,83,2416,241609,,Kraków,3094802,0.3694600411703719,298,0,
35293,3091435,Moryń,1634,52.85769,14.39297,PPLA3,2010-10-16,87,3206,320606,,,,0.0,1634,0,
35292,3091434,Morzeszczyn,684,53.83991,18.6912,PPL,2010-09-13,82,2214,221403,,,,0.0,684,0,
35282,3091424,Morzyczyn,859,53.35296,14.91875,PPL,2010-10-21,87,3214,321406,,,,0.0,859,0,
35320,3091462,Morąg,14745,53.91711,19.92602,PPLA3,2019-09-05,85,2815,281508,,,,0.0,14745,0,
35263,3091405,Mosina,300,53.68563,16.60069,PPL,2010-10-16,87,3215,321506,,,,0.0,300,0,
35264,3091406,Mosina,218,52.72959,14.89248,PPL,2010-10-16,76,0801,080107,,,,0.0,218,0,
35265,3091407,Mosina,12318,52.24543,16.84709,PPLA3,2020-04-25,86,3021,302110,,Poznań,3088171,0.5122452826201348,12318,0,
35259,3091401,Moskorzew,644,50.64685,19.93649,PPL,2010-09-06,84,2613,261303,,Kraków,3094802,0.34978677678994036,644,0,
35246,3091388,Mostkowo,875,52.99278,15.05711,PPL,2010-10-21,87,3210,321001,,,,0.0,875,0,
35235,3091377,Mosty,1830,54.61195,18.49634,PPL,2010-09-07,82,2211,221105,,,,0.0,1830,0,
35236,3091378,Mosty,1420,53.54796,14.95634,PPL,2010-10-21,87,3204,320402,,,,0.0,1420,0,
11348,764345,Moszczanka,520,51.60005,21.96596,PPL,2010-10-16,75,0616,061604,,Warszawa,6695624,0.26199722120696706,520,0,
35232,3091374,Moszczanka,516,51.71879,17.73794,PPL,2010-10-16,86,3017,301706,,Wrocław,3081368,0.26733691771741924,516,0,
35233,3091375,Moszczanka,1116,50.3002,17.49109,PPL,2010-10-16,79,1610,161004,,Wrocław,3081368,0.25471775690374615,1116,0,
11345,764342,Moszczenica,300,49.96679,20.34788,PPL,2010-09-11,77,1201,120102,,Kraków,3094802,0.39200408779787244,300,0,
11346,764343,Moszczenica,3302,49.73668,21.09238,PPL,2010-09-11,77,1205,120507,,Kraków,3094802,0.2816544316003469,3302,0,
35228,3091370,Moszczenica,156,53.64179,17.49676,PPL,2010-09-11,82,2202,220203,,,,0.0,156,0,
35229,3091371,Moszczenica,2571,51.50297,19.71986,PPLA3,2010-10-11,74,1010,101006,,Łódź,3093133,0.36178809900277287,2571,0,
49431,7303464,Motaniec,163,53.35485,14.85077,PPL,2015-09-05,87,3214,321406,,,,0.0,163,0,
11424,764421,Mońki,10577,53.40496,22.79791,PPLA3,2019-09-05,81,2008,200806,,,,0.0,10577,0,
35209,3091351,Mrocza,4347,53.24313,17.60405,PPLA3,2010-09-15,73,0410,041002,,,,0.0,4347,0,
52880,7576323,Mroczków Gościnny,800,51.38025,20.39097,PPL,2010-10-19,74,1007,100704,,Łódź,3093133,0.25623271237757994,800,0,
11296,764293,Mrozy,1789,52.01975,20.36702,PPL,2019-01-18,78,1438,143803,,Warszawa,6695624,0.3745284044016534,1789,0,
11295,764292,Mrozy,3368,52.16609,21.80263,PPLA3,2010-10-15,78,1412,141212,,Warszawa,6695624,0.3711862174737833,3368,0,
35194,3091336,Mrozów,1100,51.18817,16.78831,PPL,2010-09-10,72,0218,021803,,Wrocław,3081368,0.5187854725118526,1100,0,
35190,3091332,Mrzezino,2312,54.65378,18.43025,PPL,2010-10-21,82,2211,221107,,,,0.0,2312,0,
35189,3091331,Mrzeżyno,1671,54.14384,15.29142,PPL,2010-09-07,87,3205,320508,,,,0.0,1671,0,
11315,764312,Mrągowo,21965,53.86437,21.30507,PPLA2,2018-06-09,85,2810,281001,,,,0.0,21965,0,
35181,3091323,Mstów,1704,50.82969,19.28547,PPL,2010-09-06,83,2404,240410,,Kraków,3094802,0.2561785620644353,1704,0,
11280,764277,Mszana,310,49.49043,21.65251,PPL,2010-09-21,80,1807,180702,,,,0.0,310,0,
35173,3091315,Mszana,3559,49.96939,18.52793,PPLA3,2010-09-21,83,2415,241509,,,,0.0,3559,0,
11279,764276,Mszana Dolna,7500,49.67432,20.07992,PPLA3,2010-09-21,77,1207,120702,,Kraków,3094802,0.26511135576021344,7500,0,
11278,764275,Mszana Górna,2589,49.66202,20.09734,PPL,2010-09-21,77,1207,120709,,Kraków,3094802,0.2524646205922785,2589,0,
52312,7534549,Mszanowo,400,53.44216,19.60819,PPL,2010-09-09,85,2812,281201,,,,0.0,400,0,
11272,764269,Mszczonów,6267,51.97415,20.52083,PPLA3,2010-09-19,78,1438,143802,,Warszawa,6695624,0.41949061069521976,6267,0,
35169,3091311,Mucharz,830,49.81207,19.54751,PPL,2010-09-09,83,,,,Kraków,3094802,0.30762492694733024,830,0,
35151,3091293,Murowana Goślina,9989,52.57463,17.00933,PPLA3,2020-06-21,86,3021,302111,,Poznań,3088171,0.5016280001796432,9989,0,
35152,3091294,Murów,1577,50.86307,17.94557,PPL,2010-09-12,79,1609,160906,,Wrocław,3081368,0.3396381008638017,1577,0,
11244,764241,Muszyna,5018,49.35661,20.89718,PPL,2010-09-11,77,1210,121011,,,,0.0,5018,0,
35135,3091277,Mycielin,477,51.95321,18.24245,PPL,2010-09-10,86,3007,300707,,Łódź,3093133,0.26360855611050393,477,0,
35136,3091278,Mycielin,451,51.63096,15.6986,PPL,2015-09-07,76,0810,081006,,,,0.0,451,0,
11236,764233,Myczkowce,510,49.43811,22.41048,PPL,2010-10-19,80,1821,182105,,,,0.0,510,0,
35127,3091269,Mykanów,1002,50.9236,19.2005,PPL,2010-09-06,83,2404,240411,,,,0.0,1002,0,
11229,764226,Mysiadło,3000,52.10216,21.01856,PPL,2010-10-30,78,1418,141803,,Warszawa,6695624,0.754354039654706,3000,0,
35075,3091217,Myszków,33273,50.5752,19.32461,PPLA3,2011-07-31,83,2409,240901,,Kraków,3094802,0.31405177669644624,33273,0,
11207,764204,Myszyniec,2980,53.38055,21.34961,PPLA3,2010-09-18,78,1415,141508,,,,0.0,2980,0,
35121,3091263,Mysłakowice,5100,50.84123,15.77894,PPL,2016-02-04,72,0206,020607,,Wrocław,3081368,0.2628374875879819,5100,0,
35089,3091231,Mysłowice,583,53.89387,15.63397,PPL,2010-09-10,87,3216,321605,,,,0.0,583,0,
35090,3091232,Mysłowice,74586,50.20745,19.16668,PPL,2021-11-19,83,2470,247001,,Kraków,3094802,0.39715197945375025,74586,0,
35123,3091265,Myślachowice,2081,50.18514,19.48116,PPL,2010-10-21,77,1203,120305,,Kraków,3094802,0.3472065486471825,2081,0,
11225,764222,Myślakowice,130,51.60192,20.47122,PPL,2010-09-09,78,1423,142304,,Warszawa,6695624,0.32068496379566785,130,0,
35114,3091256,Myślenice,17686,49.83383,19.9383,PPLA2,2010-10-23,77,1209,120903,,Kraków,3094802,0.4680190984632476,17686,0,
35111,3091253,Myślibórz,12092,52.92382,14.86785,PPLA2,2019-09-05,87,3210,321004,,,,0.0,12092,0,
52878,7576321,Mączne,218,49.72881,19.45679,PPL,2010-10-20,77,1215,121507,,Kraków,3094802,0.44276659772680027,218,0,
35986,3092132,Męcinka,747,51.0736,16.09677,PPL,2010-09-09,72,0205,020503,,Wrocław,3081368,0.255974607250728,747,0,
12029,765030,Mędrzechów,1300,50.28221,20.94749,PPLA3,2010-09-17,77,1204,120404,,Kraków,3094802,0.29303872678189835,1300,0,
35960,3092105,Mętków,1409,50.05251,19.37525,PPL,2010-10-23,77,1203,120302,,Kraków,3094802,0.3004232826169214,1409,0,
35533,3091675,Młada Hora,40,49.44118,19.08729,PPL,2010-10-23,83,2417,241711,,Kraków,3094802,0.2747533046490329,40,0,
11636,764634,Mława,29398,53.11278,20.3841,PPL,2017-09-04,78,1413,141301,,,,0.0,29398,0,
11608,764606,Młodzieszyn,1287,52.29945,20.20017,PPL,2019-01-18,78,1428,142804,,Warszawa,6695624,0.33576229363653215,1287,0,
35499,3091641,Młynary,1815,54.1869,19.72149,PPLA3,2011-07-31,85,2804,280406,,,,0.0,1815,0,
11605,764603,Młynarze,114,52.53142,21.36661,PPL,2010-09-18,78,1435,143506,,Warszawa,6695624,0.4729054309029184,114,0,
11604,764602,Młynarze,227,52.95417,21.41141,PPLA3,2010-09-18,78,1411,141105,,Warszawa,6695624,0.30681684233687984,227,0,
35182,3091324,Mściwojów,489,51.04266,16.2711,PPL,2010-09-09,72,0205,020504,,Wrocław,3081368,0.32752124629030194,489,0,
11197,764194,Nadarzyn,9881,52.09438,20.80776,PPLA3,2011-07-31,78,1421,142105,,Warszawa,6695624,0.6548852998036107,9881,0,
52956,7576982,Nadbużanka,110,51.3231,23.61271,PPL,2010-11-04,75,0619,061907,,,,0.0,110,0,
11171,764168,Nagłowice,950,50.67835,20.10661,PPLA3,2010-10-13,84,2602,260204,,Kraków,3094802,0.32500141901461277,950,0,
11155,764152,Nakło,519,49.87832,22.961,PPL,2010-09-06,80,1813,181309,,,,0.0,519,0,
35010,3091152,Nakło,614,50.65621,19.72569,PPL,2010-09-06,83,2404,240409,,Kraków,3094802,0.3348110008250224,614,0,
35012,3091154,Nakło,3824,50.4369,18.91056,PPL,2017-09-29,83,2413,241307,,Kraków,3094802,0.2575958686875661,3824,0,
35011,3091153,Nakło,1431,50.57975,18.11817,PPL,2019-02-26,79,1609,160911,,Wrocław,3081368,0.2508668202591514,1431,0,
35008,3091150,Nakło nad Notecią,19565,53.14214,17.60181,PPLA3,2020-04-25,73,0410,041003,,Poznań,3088171,0.24856146520685576,19565,0,
34999,3091141,Namysłów,16376,51.07592,17.72284,PPLA2,2010-09-25,79,1606,160602,,Wrocław,3081368,0.36650572714534896,16376,0,
34993,3091135,Naprawa,2100,49.64657,19.87916,PPL,2010-09-22,77,1215,121505,,Kraków,3094802,0.249223364433579,2100,0,
11128,764125,Narew,1400,52.91418,23.51984,PPL,2010-09-05,81,2005,200508,,,,0.0,1400,0,
11127,764123,Narewka,780,52.83311,23.76283,PPL,2010-09-05,81,2005,200509,,,,0.0,780,0,
11122,764117,Narol,2098,50.34925,23.32679,PPLA3,2010-09-28,80,1809,180905,,,,0.0,2098,0,
11112,764107,Naruszewo,222,52.52687,20.35157,PPLA3,2010-09-18,78,1420,142007,,Warszawa,6695624,0.3405643633877378,222,0,
11105,764100,Nasielsk,7445,52.58887,20.80553,PPLA3,2014-06-27,78,1414,141404,,Warszawa,6695624,0.4482180504063042,7445,0,
11095,764090,Naszacowice,732,49.56369,20.55551,PPL,2010-10-30,77,1210,121014,,Kraków,3094802,0.3182023138636512,732,0,
11072,764067,Nawojowa,2700,49.56686,20.73927,PPL,2010-09-11,77,1210,121012,,Kraków,3094802,0.2766529323935728,2700,0,
11149,764146,Nałęczów,140,51.24026,20.37972,PPL,2010-10-11,84,2605,260503,,Łódź,3093133,0.2672883315610238,140,0,
11148,764145,Nałęczów,4200,51.28581,22.21539,PPLA3,2010-10-11,75,0614,061408,,,,0.0,4200,0,
34946,3091088,Nekla,357,53.23943,18.07972,PPL,2010-10-16,73,0403,040303,,,,0.0,357,0,
34947,3091089,Nekla,3351,52.36496,17.41329,PPLA3,2019-09-05,86,3030,303003,,Poznań,3088171,0.3079474768770306,3351,0,
34928,3091070,Nidek,1339,49.90492,19.32461,PPL,2010-10-17,77,1218,121810,,Kraków,3094802,0.46772795045110693,1339,0,
11044,764039,Nidzica,14720,53.36052,20.42749,PPL,2010-09-18,85,2811,281104,,,,0.0,14720,0,
11041,764036,Niebieszczany,2500,49.50348,22.15651,PPL,2010-11-28,80,1817,181705,,,,0.0,2500,0,
11039,764034,Niebocko,1479,49.67774,22.10484,PPL,2010-09-25,80,1802,180203,,,,0.0,1479,0,
34923,3091065,Nieboczowy,526,50.04364,18.25928,PPL,2010-10-20,83,2415,241507,,,,0.0,526,0,
11038,764033,Nieborów,900,52.07771,20.06902,PPLA3,2010-10-16,74,1005,100509,,Warszawa,6695624,0.27307922958561487,900,0,
11033,764028,Niebylec,594,49.85669,21.90348,PPLA3,2010-10-14,80,1819,181903,,,,0.0,594,0,
34916,3091058,Niechanowo,2300,52.46527,17.67812,PPLA3,2010-10-16,86,3003,300308,,Poznań,3088171,0.3389558382185703,2300,0,
34912,3091054,Niechlów,860,51.68868,16.36817,PPL,2015-08-24,72,0204,020403,,Wrocław,3081368,0.28594487328381424,860,0,
11031,764026,Niechobrz,2644,49.99472,21.87824,PPL,2010-11-28,80,1816,181603,,,,0.0,2644,0,
34908,3091050,Niechorze,927,54.09595,15.08062,PPL,2010-10-21,87,3205,320507,,,,0.0,927,0,
11024,764019,Nieciecza,728,50.15249,20.84948,PPL,2010-10-20,77,1216,121615,,Kraków,3094802,0.3453531793679285,728,0,
11007,764002,Niedomice,1926,50.10737,20.89548,PPL,2010-10-17,77,1216,121615,,Kraków,3094802,0.3305204876273116,1926,0,
11005,764000,Niedrzwica Duża,3900,51.11462,22.38911,PPLA3,2010-10-11,75,0609,060910,,,,0.0,3900,0,
10997,763992,Niedzica,1600,49.41008,20.30273,PPL,2010-09-28,77,1211,121108,,Kraków,3094802,0.28838083474469756,1600,0,
10994,763989,Niedźwiada,2466,49.98937,21.52162,PPL,2010-10-16,80,1815,181503,,,,0.0,2466,0,
34879,3091021,Niedźwiada,357,52.14603,19.89238,PPL,2010-10-16,74,1005,100507,,Łódź,3093133,0.40744756666680154,357,0,
10993,763987,Niedźwiada,754,51.54409,22.6914,PPLA3,2010-10-16,75,0608,060809,,,,0.0,754,0,
10981,763975,Niedźwiedza,599,49.89723,20.71712,PPL,2015-09-05,77,1202,120204,,Kraków,3094802,0.38767127987392924,599,0,
10987,763981,Niedźwiedź,642,50.22404,20.09356,PPL,2010-09-11,77,1206,120612,,Kraków,3094802,0.5284199692462245,642,0,
10988,763982,Niedźwiedź,1400,49.621,20.07794,PPL,2010-09-11,77,1207,120710,,Kraków,3094802,0.44618379203588143,1400,0,
52421,7534714,Niedźwiedź,647,50.5379,17.00231,PPL,2010-09-11,72,0224,022406,,Wrocław,3081368,0.27212448421992347,647,0,
52894,7576389,Niegoszowice,470,50.12371,19.73411,PPL,2010-10-21,77,1206,120616,,Kraków,3094802,0.6184501447493592,470,0,
10966,763960,Niegosławice,400,50.52194,20.31767,PPL,2010-09-10,84,2602,260209,,Kraków,3094802,0.39271270862505897,400,0,
10967,763961,Niegosławice,161,50.39927,21.02646,PPL,2010-09-10,84,2601,260104,,Kraków,3094802,0.24904687340152587,161,0,
34851,3090993,Niegosławice,895,51.58795,15.71328,PPL,2010-09-10,76,0810,081006,,,,0.0,895,0,
10968,763962,Niegosławice,295,50.39068,20.59902,PPL,2010-10-07,84,2608,260805,,Kraków,3094802,0.3817644689560256,295,0,
34849,3090991,Niegowa,775,50.64102,19.48417,PPL,2010-09-06,83,2409,240903,,Kraków,3094802,0.3129166501591211,775,0,
34848,3090990,Niegowonice,2453,50.38909,19.42263,PPL,2010-09-06,83,2416,241605,,Kraków,3094802,0.4347815385452197,2453,0,
34839,3090981,Niekursko,387,53.11314,16.39555,PPL,2010-09-14,86,3002,300207,,Poznań,3088171,0.24932250219698335,387,0,
34835,3090977,Nielepice,734,50.10836,19.7014,PPL,2010-10-21,77,1206,120616,,Kraków,3094802,0.5902720927664985,734,0,
10952,763946,Nielisz,920,50.80067,23.04451,PPLA3,2010-10-16,75,0620,062007,,,,0.0,920,0,
10951,763945,Niemce,3161,51.36155,22.63939,PPLA3,2010-10-11,75,0609,060911,,,,0.0,3161,0,
34825,3090967,Niemcza,3110,50.72007,16.83573,PPL,2010-09-12,72,0202,020207,,Wrocław,3081368,0.3964405981658467,3110,0,
34809,3090951,Niemodlin,6315,50.642,17.61932,PPL,2021-11-19,79,1609,160907,,Wrocław,3081368,0.25611031928536665,6315,0,
10920,763914,Nienadowa,2500,49.82901,22.42704,PPL,2010-10-13,80,1813,181302,,,,0.0,2500,0,
34798,3090940,Nieporaz,417,50.0979,19.53627,PPL,2010-10-17,77,1203,120301,,Kraków,3094802,0.42082935344825656,417,0,
10907,763901,Nieporęt,3239,52.43152,21.03212,PPLA3,2010-09-17,78,1408,140803,,Warszawa,6695624,0.66207145786946,3239,0,
10909,763903,Niepołomice,9384,50.04066,20.22257,PPLA3,2010-10-29,77,1219,121904,,Kraków,3094802,0.5398390106008116,9384,0,
34786,3090928,Niesiołowice,100,54.20665,17.85013,PPL,2013-04-29,82,2205,220506,,,,0.0,100,0,
34770,3090912,Niesułowice,581,50.22261,19.55721,PPL,2010-10-17,77,1212,121205,,Kraków,3094802,0.37791545119901787,581,0,
34765,3090907,Nieszawa,2002,52.83452,18.89921,PPLA3,2011-07-31,73,0401,040103,,,,0.0,2002,0,
17698,770725,Niska Jabłonica,218,51.31087,20.76296,PPL,2010-10-19,78,1423,142301,,,,0.0,218,0,
10838,763829,Nisko,15573,50.51987,22.13968,PPLA2,2010-10-14,80,1812,181205,,,,0.0,15573,0,
10832,763823,Niwiska,1560,50.22492,21.63036,PPL,2010-10-13,80,1806,180604,,,,0.0,1560,0,
34712,3090854,Niwiska,800,51.82052,15.39114,PPL,2014-04-06,76,0809,080905,,,,0.0,800,0,
34691,3090833,Nochowo,870,52.07296,16.97817,PPL,2010-10-19,86,3026,302604,,Poznań,3088171,0.2657529018867516,870,0,
52557,7535553,Nowa Dzierzążnia,172,52.62113,20.20806,PPL,2010-09-18,78,1420,142005,,Warszawa,6695624,0.26140094424161986,172,0,
10792,763783,Nowa Dęba,11489,50.42974,21.75078,PPLA3,2010-10-14,80,1820,182004,,,,0.0,11489,0,
34656,3090798,Nowa Góra,1637,50.17305,19.5912,PPL,2010-10-17,77,1206,120606,,Kraków,3094802,0.4372297256852273,1637,0,
49446,7522517,Nowa Iwiczna,710,52.09158,21.00414,PPL,2010-10-30,78,1418,141803,,Warszawa,6695624,0.7360763503877857,710,0,
34645,3090787,Nowa Karczma,792,54.13333,18.2022,PPL,2010-09-13,82,2206,220607,,,,0.0,792,0,
34647,3090789,Nowa Karczma,104,51.1485,15.17521,PPL,2015-09-01,72,0210,021007,,,,0.0,104,0,
34626,3090768,Nowa Ruda,24753,50.58008,16.50164,PPL,2018-11-15,72,0208,020804,,Wrocław,3081368,0.34103486088354473,24753,0,
10774,763765,Nowa Sarzyna,6255,50.32086,22.34456,PPLA3,2015-09-05,80,1808,180805,,,,0.0,6255,0,
34622,3090764,Nowa Sól,40354,51.80333,15.71702,PPLA2,2020-04-25,76,0804,080401,,,,0.0,40354,0,
10773,763764,Nowa Słupia,1422,50.86432,21.09049,PPLA3,2010-10-13,84,2604,260413,,,,0.0,1422,0,
10766,763757,Nowa Wieś,413,49.89519,20.06859,PPL,2010-10-17,77,1209,120901,,Kraków,3094802,0.5365086783223185,413,0,
34617,3090759,Nowa Wieś,3648,49.90746,19.21646,PPL,2010-10-17,77,1213,121304,,Kraków,3094802,0.41662997049615225,3648,0,
34548,3090690,Nowa Wieś Lęborska,2188,54.55878,17.72756,PPL,2010-09-12,82,2208,220804,,,,0.0,2188,0,
34536,3090678,Nowa Wieś Szlachecka,952,50.02699,19.69728,PPL,2010-10-21,77,1206,120601,,Kraków,3094802,0.5913429073423326,952,0,
10701,763692,Nowa Wieś Wielka,184,53.23723,20.55044,PPL,2010-09-13,85,2811,281101,,,,0.0,184,0,
34531,3090673,Nowa Wieś Wielka,2207,52.97159,18.09036,PPL,2010-09-13,73,0403,040305,,,,0.0,2207,0,
34532,3090674,Nowa Wieś Wielka,215,52.32102,19.00043,PPL,2010-09-13,86,3009,300911,,Łódź,3093133,0.29300358722157005,215,0,
34533,3090675,Nowa Wieś Wielka,198,50.99037,16.04476,PPL,2010-09-13,72,0205,020505,,Wrocław,3081368,0.33387592667047555,198,0,
34518,3090660,Nowe,6104,53.64906,18.72716,PPL,2010-09-13,73,0414,041406,,,,0.0,6104,0,
22174,775231,Nowe Brusno,503,50.24545,23.31848,PPL,2010-10-23,80,1809,180903,,,,0.0,503,0,
10685,763676,Nowe Brzesko,1756,50.13222,20.37663,PPLA3,2011-01-08,77,1214,121403,,Kraków,3094802,0.3787701337721422,1756,0,
34502,3090644,Nowe Dobra,482,53.37954,18.4742,PPL,2010-09-22,73,0404,040402,,,,0.0,482,0,
52945,7576667,Nowe Grocholice,1106,52.15924,20.9111,PPL,2010-10-28,78,1421,142106,,Warszawa,6695624,0.7924678588707722,1106,0,
49429,7302564,Nowe Jaroszowice,220,51.21893,15.57037,PPL,2015-09-05,72,0201,020102,,,,0.0,220,0,
14762,767772,Nowe Kozłowice,441,52.08478,20.42968,PPL,2010-10-15,78,1438,143805,,Warszawa,6695624,0.4270628864155279,441,0,
13230,766237,Nowe Lipiny,1200,52.35789,21.27125,PPL,2010-10-17,78,1434,143412,,Warszawa,6695624,0.676099097854377,1200,0,
34474,3090616,Nowe Miasteczko,2825,51.69097,15.73174,PPLA3,2015-09-07,76,0804,080406,,,,0.0,2825,0,
10670,763661,Nowe Miasto,2000,52.65691,20.62838,PPLA3,2010-09-18,78,1420,142008,,Warszawa,6695624,0.35613776701290795,2000,0,
34471,3090613,Nowe Miasto Lubawskie,10997,53.42079,19.59515,PPL,2010-09-09,85,2812,281201,,,,0.0,10997,0,
10668,763659,Nowe Miasto nad Pilicą,3856,51.61812,20.57619,PPLA3,2010-10-01,78,1406,140608,,Warszawa,6695624,0.34354358523376893,3856,0,
34470,3090612,Nowe Miasto nad Wartą,1543,52.09007,17.41114,PPL,2020-04-25,86,3025,302503,,Poznań,3088171,0.3613482746711167,1543,0,
52834,7576143,Nowe Ostrowy,484,52.30318,19.19217,PPLA3,2010-10-15,74,1002,100208,,Łódź,3093133,0.3315094978009135,484,0,
9346,762327,Nowe Piekuty,241,52.85721,22.71029,PPL,2010-09-10,81,2013,201307,,,,0.0,241,0,
10659,763650,Nowe Sioło,1300,50.23194,23.15884,PPL,2010-10-23,80,1809,180902,,,,0.0,1300,0,
34455,3090597,Nowe Skalmierzyce,4961,51.71038,17.99337,PPLA3,2011-07-31,86,3017,301702,,Wrocław,3081368,0.25293255600881315,4961,0,
34448,3090590,Nowe Warpno,1200,53.72256,14.28961,PPLA3,2010-09-21,87,3211,321103,,,,0.0,1200,0,
24326,3080404,Nowe Zduny,514,52.14423,19.80835,PPL,2010-10-05,74,1005,100510,,Łódź,3093133,0.4312122633496768,514,0,
34446,3090588,Nowe Żabno,279,51.76359,15.70968,PPL,2010-09-07,76,0804,080405,,,,0.0,279,0,
10649,763640,Nowinka,300,53.93376,22.97876,PPL,2015-01-15,81,2001,200105,,,,0.0,300,0,
10617,763608,Nowodwór,539,51.63901,22.10183,PPLA3,2010-09-27,75,0616,061603,,Warszawa,6695624,0.2494915851106153,539,0,
34416,3090558,Nowogard,16703,53.67437,15.1163,PPLA3,2019-09-05,87,3204,320404,,,,0.0,16703,0,
34409,3090551,Nowogrodziec,4031,51.19543,15.39854,PPLA3,2011-07-31,72,0201,020104,,,,0.0,4031,0,
10610,763600,Nowogród,2084,53.22698,21.8821,PPL,2014-06-27,81,2007,200704,,,,0.0,2084,0,
34411,3090553,Nowogród Bobrzański,5114,51.79856,15.2352,PPLA3,2010-10-15,76,0809,080905,,,,0.0,5114,0,
